Dataset,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
Liver_GSE62232,23,14,8,25,2,15,23,6,19,3,33,35,1,6,21,28,38,1,32,41,20,36,17,8,38,2,56,22,14,9
Leukemia_GSE22529_U133A,18,18,12,15,64,36,34,9,1,17,11,27,24,12,45,16,21,20,6,1,45,25,24,17,5,38,11,3,10,4
Leukemia_GSE22529_U133B,29,25,31,42,21,8,17,14,19,16,15,13,24,41,24,50,52,36,20,2,22,9,18,22,18,19,13,27,19,37
Leukemia_GSE33615,10,2,34,56,15,15,4,50,5,14,30,6,10,21,2,42,131,16,48,14,25,52,4,21,14,22,2,45,11,31
Leukemia_GSE63270,20,23,20,9,9,14,3,5,23,4,7,37,25,5,27,26,1,4,15,31,10,29,32,44,30,6,22,3,1,37
ALL-AML-full,16,31,24,26,14,20,13,16,25,9,24,23,24,55,30,23,16,51,24,28,15,31,31,28,46,23,12,16,25,16
Breast_GSE22820,8,36,43,57,38,11,15,9,7,31,27,15,14,104,8,17,49,37,13,43,13,12,21,24,59,29,24,11,22,26
Breast_GSE59246,10,25,25,23,21,26,37,18,15,5,27,18,41,34,28,30,49,4,7,16,33,25,33,19,29,24,35,30,33,2
Breast_GSE70947,5,12,6,4,3,3,11,4,15,9,5,19,8,12,17,5,28,30,30,6,3,8,5,5,22,5,36,3,13,26
breastCancer-full,9,33,27,22,40,15,15,36,20,3,15,3,14,26,21,14,12,24,20,7,9,19,7,9,19,10,18,22,30,15
Prostate_GSE6919_U95Av2,7,23,14,16,32,17,28,29,16,12,20,35,17,28,27,30,21,17,37,19,10,11,10,28,15,39,8,29,20,7
Prostate_GSE6919_U95B,9,24,13,10,13,16,7,18,29,33,26,7,19,28,8,18,26,7,25,28,12,26,19,20,16,32,19,12,18,28
Prostate_GSE11682,19,7,22,21,22,17,33,20,18,36,25,14,29,12,33,52,30,41,42,50,15,29,9,18,41,36,35,48,23,25
prostate_tumorVSNormal-full,18,26,16,19,22,9,11,28,19,27,9,27,26,22,27,35,19,7,19,8,10,33,27,18,12,18,27,30,26,4
